TRINITY_DN58227_c0_g1_i1	TRINITY_DN58227_c0_g1
TRINITY_DN58288_c0_g1_i1	TRINITY_DN58288_c0_g1
TRINITY_DN58288_c0_g1_i2	TRINITY_DN58288_c0_g1
TRINITY_DN58273_c0_g1_i1	TRINITY_DN58273_c0_g1
TRINITY_DN58206_c0_g1_i1	TRINITY_DN58206_c0_g1
TRINITY_DN58236_c0_g1_i1	TRINITY_DN58236_c0_g1
TRINITY_DN58201_c0_g1_i1	TRINITY_DN58201_c0_g1
TRINITY_DN58279_c0_g1_i1	TRINITY_DN58279_c0_g1
TRINITY_DN58279_c0_g1_i2	TRINITY_DN58279_c0_g1
TRINITY_DN58279_c0_g2_i1	TRINITY_DN58279_c0_g2
TRINITY_DN58200_c0_g1_i1	TRINITY_DN58200_c0_g1
TRINITY_DN58220_c1_g1_i1	TRINITY_DN58220_c1_g1
TRINITY_DN58220_c1_g1_i2	TRINITY_DN58220_c1_g1
TRINITY_DN58220_c1_g2_i1	TRINITY_DN58220_c1_g2
TRINITY_DN58284_c1_g1_i1	TRINITY_DN58284_c1_g1
TRINITY_DN58228_c0_g1_i1	TRINITY_DN58228_c0_g1
TRINITY_DN58228_c0_g1_i2	TRINITY_DN58228_c0_g1
TRINITY_DN58230_c0_g1_i1	TRINITY_DN58230_c0_g1
TRINITY_DN58230_c0_g1_i2	TRINITY_DN58230_c0_g1
TRINITY_DN58283_c0_g1_i1	TRINITY_DN58283_c0_g1
TRINITY_DN58283_c0_g1_i2	TRINITY_DN58283_c0_g1
TRINITY_DN58275_c0_g1_i1	TRINITY_DN58275_c0_g1
TRINITY_DN58245_c0_g1_i1	TRINITY_DN58245_c0_g1
TRINITY_DN58245_c0_g2_i1	TRINITY_DN58245_c0_g2
TRINITY_DN58245_c0_g3_i1	TRINITY_DN58245_c0_g3
TRINITY_DN58245_c0_g4_i1	TRINITY_DN58245_c0_g4
TRINITY_DN58202_c0_g1_i1	TRINITY_DN58202_c0_g1
TRINITY_DN58202_c0_g1_i2	TRINITY_DN58202_c0_g1
TRINITY_DN58270_c0_g1_i1	TRINITY_DN58270_c0_g1
TRINITY_DN58289_c0_g1_i1	TRINITY_DN58289_c0_g1
TRINITY_DN58289_c0_g2_i1	TRINITY_DN58289_c0_g2
TRINITY_DN58247_c1_g1_i1	TRINITY_DN58247_c1_g1
TRINITY_DN58247_c1_g1_i2	TRINITY_DN58247_c1_g1
TRINITY_DN33921_c0_g1_i1	TRINITY_DN33921_c0_g1
TRINITY_DN33968_c0_g1_i1	TRINITY_DN33968_c0_g1
TRINITY_DN33953_c0_g1_i1	TRINITY_DN33953_c0_g1
TRINITY_DN33973_c0_g1_i1	TRINITY_DN33973_c0_g1
TRINITY_DN33995_c0_g1_i1	TRINITY_DN33995_c0_g1
TRINITY_DN33981_c0_g1_i1	TRINITY_DN33981_c0_g1
TRINITY_DN33981_c0_g2_i1	TRINITY_DN33981_c0_g2
TRINITY_DN75597_c0_g1_i1	TRINITY_DN75597_c0_g1
TRINITY_DN75507_c0_g1_i1	TRINITY_DN75507_c0_g1
TRINITY_DN75507_c0_g2_i1	TRINITY_DN75507_c0_g2
TRINITY_DN92770_c0_g1_i1	TRINITY_DN92770_c0_g1
TRINITY_DN92762_c0_g1_i1	TRINITY_DN92762_c0_g1
TRINITY_DN92767_c0_g1_i1	TRINITY_DN92767_c0_g1
TRINITY_DN92748_c0_g1_i1	TRINITY_DN92748_c0_g1
TRINITY_DN92720_c0_g1_i1	TRINITY_DN92720_c0_g1
TRINITY_DN49292_c0_g1_i1	TRINITY_DN49292_c0_g1
TRINITY_DN49292_c1_g1_i1	TRINITY_DN49292_c1_g1
TRINITY_DN49259_c0_g1_i1	TRINITY_DN49259_c0_g1
TRINITY_DN49289_c0_g1_i1	TRINITY_DN49289_c0_g1
TRINITY_DN49288_c0_g1_i1	TRINITY_DN49288_c0_g1
TRINITY_DN49277_c0_g1_i1	TRINITY_DN49277_c0_g1
TRINITY_DN49258_c0_g1_i1	TRINITY_DN49258_c0_g1
TRINITY_DN49258_c1_g1_i1	TRINITY_DN49258_c1_g1
TRINITY_DN49228_c1_g1_i1	TRINITY_DN49228_c1_g1
TRINITY_DN49290_c0_g1_i1	TRINITY_DN49290_c0_g1
TRINITY_DN49276_c0_g1_i1	TRINITY_DN49276_c0_g1
TRINITY_DN24985_c0_g1_i1	TRINITY_DN24985_c0_g1
TRINITY_DN24962_c0_g1_i1	TRINITY_DN24962_c0_g1
TRINITY_DN24963_c0_g1_i1	TRINITY_DN24963_c0_g1
TRINITY_DN66449_c0_g1_i1	TRINITY_DN66449_c0_g1
TRINITY_DN66449_c0_g1_i2	TRINITY_DN66449_c0_g1
TRINITY_DN66482_c4_g1_i1	TRINITY_DN66482_c4_g1
TRINITY_DN66482_c5_g1_i1	TRINITY_DN66482_c5_g1
TRINITY_DN66482_c5_g1_i2	TRINITY_DN66482_c5_g1
TRINITY_DN66482_c5_g3_i3	TRINITY_DN66482_c5_g3
TRINITY_DN66482_c5_g3_i5	TRINITY_DN66482_c5_g3
TRINITY_DN66482_c5_g3_i6	TRINITY_DN66482_c5_g3
TRINITY_DN66482_c5_g3_i7	TRINITY_DN66482_c5_g3
TRINITY_DN66482_c6_g1_i1	TRINITY_DN66482_c6_g1
TRINITY_DN66498_c0_g1_i1	TRINITY_DN66498_c0_g1
TRINITY_DN66498_c1_g1_i1	TRINITY_DN66498_c1_g1
TRINITY_DN66498_c1_g2_i1	TRINITY_DN66498_c1_g2
TRINITY_DN66411_c0_g1_i1	TRINITY_DN66411_c0_g1
TRINITY_DN66411_c0_g2_i1	TRINITY_DN66411_c0_g2
TRINITY_DN66411_c0_g2_i2	TRINITY_DN66411_c0_g2
TRINITY_DN66411_c0_g2_i3	TRINITY_DN66411_c0_g2
TRINITY_DN66411_c0_g2_i4	TRINITY_DN66411_c0_g2
TRINITY_DN66411_c0_g2_i5	TRINITY_DN66411_c0_g2
TRINITY_DN66411_c0_g2_i6	TRINITY_DN66411_c0_g2
TRINITY_DN66411_c0_g2_i7	TRINITY_DN66411_c0_g2
TRINITY_DN66411_c0_g2_i8	TRINITY_DN66411_c0_g2
TRINITY_DN66411_c0_g2_i9	TRINITY_DN66411_c0_g2
TRINITY_DN66411_c0_g2_i10	TRINITY_DN66411_c0_g2
TRINITY_DN66441_c1_g1_i1	TRINITY_DN66441_c1_g1
TRINITY_DN66441_c2_g1_i1	TRINITY_DN66441_c2_g1
TRINITY_DN66441_c2_g1_i2	TRINITY_DN66441_c2_g1
TRINITY_DN66441_c2_g1_i3	TRINITY_DN66441_c2_g1
TRINITY_DN66441_c2_g1_i4	TRINITY_DN66441_c2_g1
TRINITY_DN66441_c2_g1_i5	TRINITY_DN66441_c2_g1
TRINITY_DN66441_c2_g1_i6	TRINITY_DN66441_c2_g1
TRINITY_DN66441_c3_g1_i1	TRINITY_DN66441_c3_g1
TRINITY_DN66450_c1_g1_i1	TRINITY_DN66450_c1_g1
TRINITY_DN66450_c1_g1_i2	TRINITY_DN66450_c1_g1
TRINITY_DN66450_c1_g2_i1	TRINITY_DN66450_c1_g2
TRINITY_DN66450_c1_g2_i2	TRINITY_DN66450_c1_g2
TRINITY_DN66450_c1_g2_i3	TRINITY_DN66450_c1_g2
TRINITY_DN66481_c1_g1_i1	TRINITY_DN66481_c1_g1
TRINITY_DN66481_c1_g1_i2	TRINITY_DN66481_c1_g1
TRINITY_DN66490_c1_g1_i1	TRINITY_DN66490_c1_g1
TRINITY_DN66490_c1_g2_i1	TRINITY_DN66490_c1_g2
TRINITY_DN66490_c2_g1_i1	TRINITY_DN66490_c2_g1
